CustomerID,Gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05216,Male,1,15,Yes,DSL,Month-to-month,Credit card (automatic),48.8,701.76,No
CUST-05217,Male,0,52,Yes,DSL,One year,Credit card (automatic),100.26,4678.85,No
CUST-05218,Male,0,22,No,Fiber optic,Two year,Electronic check,39.23,852.84,No
CUST-05219,Female,0,12,No,No,Two year,Bank transfer (automatic),87.28,908.61,No
CUST-05220,Female,1,71,Yes,DSL,One year,Electronic check,92.76,5645.03,No
CUST-05221,Male,0,4,Yes,Fiber optic,Month-to-month,Mailed check,92.82,360.82,Yes
CUST-05222,Female,1,34,No,DSL,Month-to-month,Credit card (automatic),67.07,1983.91,Yes
CUST-05223,Male,0,21,No,Fiber optic,Two year,Electronic check,94.3,1902.99,No
CUST-05224,Male,1,47,Yes,Fiber optic,Two year,Electronic check,30.65,1415.15,No
CUST-05225,Female,0,29,No,Fiber optic,Month-to-month,Mailed check,73.38,2120.44,Yes
CUST-05226,Female,1,25,Yes,DSL,Two year,Mailed check,70.66,1627.11,No
CUST-05227,Male,0,41,No,Fiber optic,One year,Electronic check,39.22,1502.73,No
CUST-05228,Male,1,56,Yes,DSL,Two year,Mailed check,119.25,6008.75,No
CUST-05229,Female,0,53,Yes,DSL,Month-to-month,Electronic check,39.65,1957.68,Yes
CUST-05230,Male,0,25,Yes,DSL,Month-to-month,Electronic check,106.56,2333.66,No
CUST-05231,Female,1,38,No,Fiber optic,Month-to-month,Credit card (automatic),67.45,2549.11,No
CUST-05232,Female,0,63,Yes,Fiber optic,Two year,Bank transfer (automatic),90.06,4885.21,No
CUST-05233,Male,1,24,Yes,Fiber optic,Month-to-month,Electronic check,70.47,1498.88,No
CUST-05234,Male,0,71,No,No,Two year,Bank transfer (automatic),41.35,2577.44,No
CUST-05235,Male,0,68,No,DSL,Two year,Credit card (automatic),105.07,6763.06,No
CUST-05236,Female,0,55,No,No,One year,Electronic check,102.59,5336.54,No
CUST-05237,Female,0,23,Yes,DSL,Month-to-month,Bank transfer (automatic),45.03,965.85,Yes
CUST-05238,Male,0,69,Yes,DSL,Month-to-month,Mailed check,98.21,5927.69,No
CUST-05239,Female,1,27,No,Fiber optic,One year,Credit card (automatic),66.64,1629.05,No
CUST-05240,Female,0,20,Yes,DSL,One year,Electronic check,39.3,669.86,No
CUST-05241,Female,1,40,Yes,DSL,Month-to-month,Mailed check,119.05,4419.35,Yes
CUST-05242,Female,0,2,Yes,DSL,Two year,Credit card (automatic),110.08,219.89,No
CUST-05243,Female,0,55,Yes,DSL,One year,Credit card (automatic),79.23,3777.14,No
CUST-05244,Female,0,26,No,DSL,Two year,Mailed check,29.74,761.55,No
CUST-05245,Female,0,2,Yes,Fiber optic,Month-to-month,Credit card (automatic),116.58,231.48,No
CUST-05246,Female,0,52,No,No,Month-to-month,Electronic check,119.52,6205.37,No
CUST-05247,Female,0,39,No,DSL,One year,Bank transfer (automatic),111.05,3860.13,No
CUST-05248,Female,0,11,No,No,One year,Mailed check,55.47,556.07,No
CUST-05249,Female,1,26,Yes,DSL,One year,Bank transfer (automatic),25.83,576.27,No
CUST-05250,Female,0,1,Yes,DSL,Month-to-month,Credit card (automatic),46.91,41.33,No
CUST-05251,Male,1,34,Yes,Fiber optic,One year,Credit card (automatic),49.02,1486.8,No
CUST-05252,Male,0,41,Yes,DSL,Month-to-month,Credit card (automatic),76.39,2717.14,No
CUST-05253,Male,0,57,Yes,No,Month-to-month,Mailed check,23.89,1228.81,No
CUST-05254,Male,0,47,Yes,DSL,Two year,Mailed check,60.44,2827.38,No
CUST-05255,Female,0,9,Yes,DSL,One year,Bank transfer (automatic),41.88,324.22,No
CUST-05256,Female,0,15,Yes,DSL,One year,Electronic check,33.03,470.41,No
CUST-05257,Male,0,40,No,DSL,Month-to-month,Electronic check,101.79,3696.09,No
CUST-05258,Female,0,47,No,DSL,Month-to-month,Electronic check,59.4,2762.58,Yes
CUST-05259,Female,0,72,No,Fiber optic,One year,Credit card (automatic),33.02,2371.45,No
CUST-05260,Male,0,58,No,DSL,Two year,Bank transfer (automatic),107.04,5310.15,No
CUST-05261,Male,1,10,No,No,Two year,Credit card (automatic),93.71,830.05,No
CUST-05262,Female,1,58,No,Fiber optic,Month-to-month,Mailed check,110.22,5958.86,No
CUST-05263,Female,0,62,Yes,DSL,Two year,Bank transfer (automatic),41.76,2416.6,No
CUST-05264,Male,0,25,No,DSL,One year,Credit card (automatic),76.82,1652.31,No
CUST-05265,Male,1,48,Yes,Fiber optic,Two year,Mailed check,70.47,2958.3,No
CUST-05266,Female,1,15,No,DSL,Month-to-month,Mailed check,21.44,309.67,Yes
CUST-05267,Female,0,40,Yes,Fiber optic,Two year,Bank transfer (automatic),98.2,3816.88,No
CUST-05268,Female,1,8,No,Fiber optic,Two year,Bank transfer (automatic),59.39,435.05,No
CUST-05269,Female,1,25,No,Fiber optic,Month-to-month,Credit card (automatic),40.77,974.89,Yes
CUST-05270,Male,0,22,No,DSL,Month-to-month,Credit card (automatic),37.07,720.38,No
CUST-05271,Female,0,9,No,DSL,Month-to-month,Bank transfer (automatic),36.28,307.64,No
CUST-05272,Female,0,26,No,DSL,One year,Bank transfer (automatic),63.55,1475.26,No
CUST-05273,Male,0,1,No,DSL,Month-to-month,Mailed check,39.98,39.93,No
CUST-05274,Male,0,70,Yes,DSL,One year,Mailed check,43.51,3017.8,No
CUST-05275,Female,0,72,No,DSL,Month-to-month,Electronic check,80.53,5163.29,Yes
CUST-05276,Male,0,3,No,Fiber optic,Month-to-month,Electronic check,74.83,192.25,No
CUST-05277,Male,1,38,Yes,DSL,One year,Credit card (automatic),31.74,1167.41,Yes
CUST-05278,Male,0,1,Yes,No,Month-to-month,Credit card (automatic),73.57,67.92,No
CUST-05279,Female,1,38,No,Fiber optic,One year,Bank transfer (automatic),103.58,3638.23,No
CUST-05280,Female,0,50,No,DSL,One year,Electronic check,112.04,4996.97,No
CUST-05281,Male,0,7,No,DSL,One year,Bank transfer (automatic),67.86,433.81,No
CUST-05282,Male,0,6,Yes,DSL,Two year,Mailed check,118.99,690.55,No
CUST-05283,Female,0,70,Yes,No,Month-to-month,Mailed check,69.38,4843.54,No
CUST-05284,Male,0,13,No,No,One year,Credit card (automatic),34.24,394.55,No
CUST-05285,Female,0,37,No,DSL,Two year,Electronic check,93.67,3331.22,No
CUST-05286,Male,1,51,No,No,Month-to-month,Mailed check,108.93,5135.58,No
CUST-05287,Female,0,4,Yes,DSL,Two year,Bank transfer (automatic),50.69,187.4,No
CUST-05288,Male,0,47,Yes,No,Two year,Credit card (automatic),45.89,1905.86,No
CUST-05289,Female,0,3,Yes,DSL,Two year,Credit card (automatic),101.96,293.76,No
CUST-05290,Female,0,6,Yes,No,One year,Credit card (automatic),65.54,338.91,No
CUST-05291,Female,0,66,No,Fiber optic,Two year,Mailed check,105.31,5985.7,Yes
CUST-05292,Female,0,45,Yes,No,Two year,Electronic check,112.59,4754.55,No
CUST-05293,Female,0,49,Yes,No,Month-to-month,Bank transfer (automatic),89.58,4004.29,No
CUST-05294,Male,0,41,Yes,Fiber optic,One year,Electronic check,117.38,4429.83,No
CUST-05295,Female,0,10,No,No,Month-to-month,Bank transfer (automatic),32.42,306.03,Yes
CUST-05296,Male,0,4,Yes,No,One year,Bank transfer (automatic),99.26,347.44,No
CUST-05297,Male,0,39,Yes,No,Month-to-month,Electronic check,71.85,2453.22,Yes
CUST-05298,Female,0,18,Yes,No,One year,Credit card (automatic),31.79,540.47,No
CUST-05299,Female,0,57,No,Fiber optic,One year,Electronic check,118.5,5792.5,No
CUST-05300,Female,0,27,Yes,No,Month-to-month,Credit card (automatic),37.78,896.71,No
CUST-05301,Female,0,57,No,DSL,One year,Electronic check,51.92,2656.24,No
CUST-05302,Male,0,5,Yes,Fiber optic,One year,Mailed check,84.49,399.07,No
CUST-05303,Female,0,22,No,Fiber optic,Two year,Bank transfer (automatic),22.71,451.41,No
CUST-05304,Female,0,17,Yes,DSL,Two year,Electronic check,48.67,737.11,No
CUST-05305,Female,0,3,Yes,Fiber optic,Two year,Bank transfer (automatic),66.44,193.35,No
CUST-05306,Female,1,20,No,No,One year,Bank transfer (automatic),78.36,1504.69,No
CUST-05307,Male,0,72,Yes,Fiber optic,Month-to-month,Mailed check,96.01,5883.88,No
CUST-05308,Female,0,36,Yes,Fiber optic,One year,Mailed check,112.87,3698.87,No
CUST-05309,Male,0,30,Yes,Fiber optic,One year,Credit card (automatic),20.17,601.25,No
CUST-05310,Female,0,36,No,Fiber optic,Month-to-month,Bank transfer (automatic),37.02,1215.78,No
CUST-05311,Male,0,1,No,No,Month-to-month,Electronic check,82.95,71.22,Yes
CUST-05312,Female,0,50,Yes,No,One year,Credit card (automatic),59.59,2592.12,No
CUST-05313,Female,0,6,No,Fiber optic,One year,Electronic check,40.72,230.72,No
CUST-05314,Female,0,31,No,No,Two year,Credit card (automatic),48.59,1385.58,Yes
CUST-05315,Female,1,18,Yes,Fiber optic,Month-to-month,Electronic check,89.55,1429.97,No
CUST-05316,Female,0,5,Yes,No,Month-to-month,Mailed check,109.48,466.83,Yes
CUST-05317,Female,0,42,No,DSL,Two year,Credit card (automatic),63.14,2558.17,No
CUST-05318,Female,1,14,No,No,Two year,Credit card (automatic),97.52,1255.25,No
CUST-05319,Female,0,3,No,Fiber optic,Month-to-month,Bank transfer (automatic),35.1,89.63,No
CUST-05320,Female,1,51,Yes,DSL,One year,Mailed check,85.08,3792.53,No
CUST-05321,Male,0,49,Yes,DSL,One year,Credit card (automatic),27.45,1206.69,Yes
CUST-05322,Male,0,39,No,Fiber optic,One year,Mailed check,32.16,1193.95,No
CUST-05323,Female,0,21,Yes,DSL,One year,Mailed check,49.87,926.78,Yes
CUST-05324,Female,0,3,Yes,No,Month-to-month,Electronic check,100.35,263.75,No
CUST-05325,Male,0,61,Yes,DSL,Month-to-month,Mailed check,101.19,5898.17,No
CUST-05326,Male,0,36,No,Fiber optic,Month-to-month,Mailed check,83.1,2937.03,Yes
CUST-05327,Male,0,36,No,No,Month-to-month,Mailed check,28.5,949.41,No
CUST-05328,Male,0,9,Yes,DSL,Two year,Bank transfer (automatic),117.79,923.01,No
CUST-05329,Female,0,27,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),72.92,1905.88,Yes
CUST-05330,Male,0,60,Yes,DSL,Month-to-month,Mailed check,73.63,4158.71,No
CUST-05331,Female,0,58,No,DSL,One year,Mailed check,50.04,2762.14,No
CUST-05332,Female,1,17,Yes,DSL,Two year,Bank transfer (automatic),103.5,1504.92,No
CUST-05333,Female,0,10,No,DSL,Month-to-month,Electronic check,36.88,314.84,Yes
CUST-05334,Male,1,71,Yes,No,One year,Credit card (automatic),76.23,4960.65,Yes
CUST-05335,Female,0,34,No,No,One year,Credit card (automatic),52.93,1562.34,No
CUST-05336,Male,0,57,No,DSL,Month-to-month,Electronic check,24.83,1249.46,Yes
CUST-05337,Female,0,22,Yes,DSL,Two year,Credit card (automatic),114.12,2312.55,No
CUST-05338,Male,1,24,Yes,No,Month-to-month,Bank transfer (automatic),116.86,2453.77,No
CUST-05339,Male,0,50,No,DSL,Month-to-month,Mailed check,74.91,3635.14,No
CUST-05340,Male,0,33,Yes,No,Month-to-month,Credit card (automatic),114.4,3335.64,No
CUST-05341,Female,0,62,No,No,Two year,Mailed check,25.62,1442.1,No
CUST-05342,Female,0,18,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),38.29,644.88,No
CUST-05343,Female,0,22,No,DSL,One year,Mailed check,64.04,1269.87,No
CUST-05344,Female,0,44,Yes,DSL,Two year,Credit card (automatic),44.96,1853.49,No
CUST-05345,Female,0,7,No,No,Two year,Bank transfer (automatic),46.84,292.93,No
CUST-05346,Male,0,50,No,Fiber optic,Two year,Mailed check,94.23,4343.02,No
CUST-05347,Male,0,16,No,Fiber optic,Month-to-month,Mailed check,110.7,1631.57,Yes
CUST-05348,Male,0,61,Yes,DSL,Two year,Electronic check,26.21,1511.71,No
CUST-05349,Female,0,56,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),55.6,2719.76,No
CUST-05350,Female,0,46,No,DSL,One year,Mailed check,103.93,4620.14,No
CUST-05351,Female,0,72,No,Fiber optic,Two year,Credit card (automatic),104.48,6465.6,No
CUST-05352,Male,0,66,No,Fiber optic,Month-to-month,Electronic check,46.38,2856.7,No
CUST-05353,Male,0,64,No,Fiber optic,Month-to-month,Electronic check,67.32,4101.57,Yes
CUST-05354,Male,1,41,No,DSL,One year,Bank transfer (automatic),56.28,2038.74,No
CUST-05355,Male,0,71,No,Fiber optic,Two year,Mailed check,20.21,1233.01,No
CUST-05356,Male,0,69,No,No,Two year,Mailed check,106.46,6412.88,No
CUST-05357,Male,0,46,No,No,One year,Bank transfer (automatic),99.44,4105.76,No
CUST-05358,Female,1,36,Yes,Fiber optic,Two year,Electronic check,70.51,2177.48,No
CUST-05359,Male,0,30,No,No,Two year,Bank transfer (automatic),114.17,2977.33,No
CUST-05360,Female,0,51,No,DSL,Month-to-month,Bank transfer (automatic),74.52,3648.81,No
CUST-05361,Female,1,35,Yes,Fiber optic,One year,Credit card (automatic),110.47,3784.35,No
CUST-05362,Male,0,20,Yes,No,Two year,Credit card (automatic),49.57,979.54,No
CUST-05363,Male,0,15,No,Fiber optic,Month-to-month,Credit card (automatic),47.0,617.74,Yes
CUST-05364,Female,1,42,No,Fiber optic,Two year,Mailed check,40.19,1538.18,No
CUST-05365,Male,0,26,No,Fiber optic,Month-to-month,Credit card (automatic),93.32,2388.12,No
CUST-05366,Female,0,33,No,DSL,One year,Electronic check,115.4,3645.79,No
CUST-05367,Female,0,26,No,Fiber optic,Month-to-month,Electronic check,82.02,1970.54,Yes
CUST-05368,Female,0,64,No,DSL,One year,Electronic check,85.53,4708.94,No
CUST-05369,Male,1,2,No,Fiber optic,One year,Mailed check,26.72,47.08,No
CUST-05370,Male,1,37,No,No,One year,Bank transfer (automatic),45.72,1451.0,No
CUST-05371,Female,0,48,Yes,Fiber optic,One year,Credit card (automatic),33.87,1389.73,No
CUST-05372,Male,0,52,No,Fiber optic,Month-to-month,Mailed check,49.25,2196.18,No
CUST-05373,Female,1,4,No,No,Month-to-month,Bank transfer (automatic),86.77,295.94,No
CUST-05374,Female,1,68,No,DSL,Two year,Credit card (automatic),64.16,3901.27,No
CUST-05375,Male,1,19,Yes,DSL,Two year,Mailed check,79.33,1477.79,No
CUST-05376,Male,0,72,No,DSL,Month-to-month,Mailed check,35.95,2422.8,No
CUST-05377,Female,0,59,Yes,No,One year,Mailed check,115.03,6531.1,No
CUST-05378,Female,0,64,Yes,Fiber optic,One year,Credit card (automatic),52.96,3016.21,No
CUST-05379,Female,0,13,Yes,DSL,Month-to-month,Credit card (automatic),103.9,1333.39,No
CUST-05380,Male,0,3,Yes,Fiber optic,Two year,Mailed check,50.15,150.39,No
CUST-05381,Female,0,68,Yes,No,Two year,Mailed check,83.41,4911.55,No
CUST-05382,Female,1,21,Yes,No,One year,Electronic check,27.55,514.04,No
CUST-05383,Male,0,20,Yes,No,Month-to-month,Bank transfer (automatic),80.43,1495.71,Yes
CUST-05384,Male,0,17,Yes,DSL,One year,Mailed check,36.23,603.04,No
CUST-05385,Male,0,63,Yes,DSL,Two year,Bank transfer (automatic),71.89,4043.15,No
CUST-05386,Male,0,2,Yes,Fiber optic,One year,Bank transfer (automatic),53.55,93.13,No
CUST-05387,Female,0,8,Yes,Fiber optic,Month-to-month,Credit card (automatic),54.83,426.1,No
CUST-05388,Female,1,24,Yes,Fiber optic,One year,Bank transfer (automatic),103.06,2443.24,No
CUST-05389,Female,0,53,Yes,No,One year,Mailed check,70.31,3451.58,No
CUST-05390,Female,0,31,No,DSL,One year,Credit card (automatic),20.01,556.65,No
CUST-05391,Female,1,57,Yes,DSL,Two year,Mailed check,117.5,6491.82,No
CUST-05392,Female,0,1,Yes,DSL,Month-to-month,Electronic check,67.9,62.15,No
CUST-05393,Female,1,54,No,Fiber optic,One year,Electronic check,113.12,5864.19,No
CUST-05394,Female,0,14,Yes,Fiber optic,One year,Mailed check,108.59,1309.07,No
CUST-05395,Female,0,54,Yes,Fiber optic,Month-to-month,Credit card (automatic),64.21,2964.69,No
CUST-05396,Female,1,43,Yes,Fiber optic,Month-to-month,Mailed check,34.32,1268.09,No
CUST-05397,Female,0,23,No,Fiber optic,Two year,Electronic check,26.39,590.88,No
CUST-05398,Male,1,52,No,DSL,One year,Bank transfer (automatic),24.54,1165.18,Yes
CUST-05399,Male,0,33,No,No,Month-to-month,Mailed check,107.78,3555.97,No
CUST-05400,Female,0,18,No,DSL,Month-to-month,Mailed check,20.87,355.33,No
CUST-05401,Female,0,37,Yes,DSL,One year,Electronic check,85.16,3003.47,No
CUST-05402,Male,0,9,No,DSL,Two year,Mailed check,89.91,776.42,No
CUST-05403,Female,0,41,No,DSL,Two year,Bank transfer (automatic),109.33,4366.88,No
CUST-05404,Male,0,23,No,No,Two year,Credit card (automatic),112.71,2479.06,No
CUST-05405,Female,1,11,Yes,Fiber optic,Month-to-month,Electronic check,115.34,1101.1,Yes
CUST-05406,Male,0,35,No,DSL,One year,Bank transfer (automatic),20.35,685.21,No
CUST-05407,Female,0,43,No,DSL,Two year,Credit card (automatic),38.34,1612.43,No
CUST-05408,Female,0,6,Yes,Fiber optic,Two year,Electronic check,82.26,489.08,No
CUST-05409,Female,1,54,No,DSL,Two year,Bank transfer (automatic),96.84,5152.5,No
CUST-05410,Female,0,71,Yes,Fiber optic,Month-to-month,Electronic check,20.94,1471.24,No
CUST-05411,Female,1,65,No,Fiber optic,One year,Credit card (automatic),66.18,4297.49,No
CUST-05412,Male,0,24,Yes,No,Month-to-month,Credit card (automatic),111.33,2557.02,No
CUST-05413,Female,1,59,Yes,Fiber optic,Month-to-month,Electronic check,94.82,5046.97,No
CUST-05414,Male,0,26,No,Fiber optic,One year,Credit card (automatic),113.84,2518.28,No
CUST-05415,Female,0,61,No,Fiber optic,Month-to-month,Credit card (automatic),79.49,4736.92,No
CUST-05416,Female,1,18,Yes,No,Two year,Credit card (automatic),109.76,1909.54,No
CUST-05417,Male,0,22,No,Fiber optic,Two year,Electronic check,55.14,1053.14,No
CUST-05418,Male,1,7,No,DSL,Month-to-month,Credit card (automatic),119.07,819.14,No
CUST-05419,Female,1,47,Yes,No,One year,Electronic check,68.33,2821.79,No
CUST-05420,Female,0,56,Yes,Fiber optic,Two year,Electronic check,34.32,1818.53,No
CUST-05421,Male,0,14,No,DSL,One year,Electronic check,62.79,849.14,No
CUST-05422,Male,1,48,No,DSL,Month-to-month,Credit card (automatic),95.34,4292.37,No
CUST-05423,Male,1,57,Yes,DSL,One year,Electronic check,78.23,3902.45,No
CUST-05424,Female,0,8,Yes,DSL,Month-to-month,Bank transfer (automatic),61.07,478.21,No
CUST-05425,Female,0,11,Yes,Fiber optic,Two year,Credit card (automatic),37.47,356.45,No
CUST-05426,Male,0,59,No,DSL,Month-to-month,Mailed check,115.57,5909.1,No
CUST-05427,Female,1,5,Yes,DSL,Month-to-month,Bank transfer (automatic),88.9,429.53,No
CUST-05428,Female,1,48,No,No,Two year,Bank transfer (automatic),54.66,2290.24,No
CUST-05429,Female,0,1,Yes,Fiber optic,Two year,Bank transfer (automatic),108.26,92.69,No
CUST-05430,Male,0,30,No,Fiber optic,Month-to-month,Mailed check,82.75,2282.08,Yes
CUST-05431,Female,0,27,Yes,No,Month-to-month,Credit card (automatic),86.1,2297.39,No
CUST-05432,Male,0,34,Yes,Fiber optic,Two year,Credit card (automatic),98.03,3090.48,No
CUST-05433,Female,0,37,No,DSL,Two year,Electronic check,74.87,2546.02,No
CUST-05434,Male,1,39,No,DSL,One year,Electronic check,59.48,2237.63,No
CUST-05435,Male,1,62,Yes,DSL,Month-to-month,Credit card (automatic),66.55,3582.78,Yes
CUST-05436,Male,1,53,No,No,Month-to-month,Mailed check,70.58,3673.94,Yes
CUST-05437,Female,0,45,No,DSL,Month-to-month,Electronic check,111.94,4666.82,No
CUST-05438,Male,0,4,No,Fiber optic,Month-to-month,Electronic check,115.62,459.17,No
CUST-05439,Male,1,1,No,DSL,Two year,Bank transfer (automatic),100.33,92.51,No
CUST-05440,Male,0,70,No,No,Month-to-month,Credit card (automatic),63.89,4362.48,Yes
CUST-05441,Male,1,71,Yes,DSL,Two year,Bank transfer (automatic),87.36,5341.56,No
CUST-05442,Female,0,37,Yes,No,One year,Mailed check,22.03,774.91,No
CUST-05443,Female,0,38,No,No,One year,Mailed check,113.51,4223.23,No
CUST-05444,Male,0,56,Yes,DSL,One year,Electronic check,80.8,4091.33,Yes
CUST-05445,Female,0,39,Yes,Fiber optic,Two year,Bank transfer (automatic),31.78,1158.8,No
CUST-05446,Male,0,2,No,Fiber optic,Two year,Credit card (automatic),39.06,69.94,No
CUST-05447,Male,1,2,No,DSL,Month-to-month,Bank transfer (automatic),104.72,186.01,No
CUST-05448,Male,0,53,Yes,Fiber optic,Two year,Electronic check,67.37,3525.06,No
CUST-05449,Female,0,45,Yes,Fiber optic,One year,Bank transfer (automatic),62.04,2720.69,Yes
CUST-05450,Female,1,39,Yes,Fiber optic,Month-to-month,Credit card (automatic),21.85,744.25,No
CUST-05451,Male,1,6,Yes,Fiber optic,One year,Electronic check,100.74,517.09,No
CUST-05452,Male,0,72,No,No,One year,Electronic check,63.88,4261.02,No
CUST-05453,Male,0,37,Yes,Fiber optic,Month-to-month,Electronic check,85.83,3092.5,Yes
CUST-05454,Male,0,63,Yes,Fiber optic,One year,Bank transfer (automatic),102.32,5666.91,No
CUST-05455,Male,1,6,No,No,Month-to-month,Electronic check,59.22,328.86,Yes
CUST-05456,Female,0,66,Yes,No,Month-to-month,Mailed check,76.76,4905.22,No
CUST-05457,Female,0,35,Yes,Fiber optic,Month-to-month,Mailed check,48.26,1506.21,No
CUST-05458,Female,0,38,Yes,No,One year,Credit card (automatic),84.0,2842.17,No
CUST-05459,Male,0,50,Yes,Fiber optic,One year,Mailed check,112.4,4922.48,No
CUST-05460,Female,0,57,No,DSL,Two year,Credit card (automatic),96.15,5253.79,No
CUST-05461,Male,0,50,Yes,No,Month-to-month,Electronic check,70.23,3322.09,Yes
CUST-05462,Male,1,42,Yes,No,One year,Bank transfer (automatic),62.34,2355.55,No
CUST-05463,Female,0,65,Yes,Fiber optic,Month-to-month,Electronic check,113.55,6527.37,No
CUST-05464,Female,0,1,Yes,Fiber optic,One year,Credit card (automatic),116.97,112.12,No
CUST-05465,Female,1,8,No,No,Two year,Electronic check,78.33,578.76,No
CUST-05466,Female,0,11,Yes,Fiber optic,One year,Credit card (automatic),106.66,1123.57,No
CUST-05467,Male,1,61,No,DSL,Month-to-month,Mailed check,26.02,1358.23,Yes
CUST-05468,Male,1,43,Yes,Fiber optic,One year,Credit card (automatic),48.35,2043.27,No
CUST-05469,Male,1,24,No,Fiber optic,Two year,Mailed check,90.88,2096.08,No
CUST-05470,Female,0,24,No,No,One year,Credit card (automatic),111.56,2492.23,No
CUST-05471,Male,0,11,Yes,No,Month-to-month,Bank transfer (automatic),75.53,790.56,Yes
CUST-05472,Male,0,29,Yes,No,Month-to-month,Mailed check,99.15,2732.36,No
CUST-05473,Female,0,50,Yes,DSL,Month-to-month,Bank transfer (automatic),74.14,3210.71,No
CUST-05474,Female,0,55,No,Fiber optic,Month-to-month,Credit card (automatic),91.76,4629.3,No
CUST-05475,Female,1,50,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),64.21,2904.49,No
CUST-05476,Female,0,18,Yes,No,Two year,Credit card (automatic),41.74,710.65,No
CUST-05477,Female,0,62,Yes,Fiber optic,Month-to-month,Electronic check,102.17,5841.39,No
CUST-05478,Female,0,66,Yes,No,Month-to-month,Electronic check,35.8,2255.49,Yes
CUST-05479,Male,0,57,Yes,No,One year,Mailed check,66.0,3674.73,No
CUST-05480,Female,0,62,Yes,DSL,One year,Credit card (automatic),70.07,4049.1,No
CUST-05481,Male,0,23,Yes,DSL,One year,Mailed check,65.88,1422.09,No
CUST-05482,Female,0,61,No,No,Two year,Electronic check,100.45,6103.14,No
CUST-05483,Male,1,65,No,Fiber optic,One year,Mailed check,100.2,6080.7,No
CUST-05484,Female,1,3,No,DSL,Two year,Credit card (automatic),83.75,232.73,No
CUST-05485,Male,0,44,No,No,Month-to-month,Bank transfer (automatic),92.81,3639.63,Yes
CUST-05486,Male,0,60,No,DSL,Month-to-month,Electronic check,37.91,2210.08,No
CUST-05487,Female,0,53,No,No,One year,Electronic check,109.12,5073.85,No
CUST-05488,Male,0,60,Yes,No,Two year,Electronic check,51.67,3027.92,No
CUST-05489,Male,0,18,No,DSL,One year,Credit card (automatic),34.97,608.91,No
CUST-05490,Female,0,5,No,DSL,One year,Credit card (automatic),38.32,176.48,No
CUST-05491,Male,0,32,Yes,DSL,One year,Mailed check,83.94,2614.21,No
CUST-05492,Female,0,56,Yes,DSL,Two year,Electronic check,79.88,4122.17,No
CUST-05493,Male,0,40,Yes,No,One year,Bank transfer (automatic),54.23,2060.82,No
CUST-05494,Female,0,4,No,No,Month-to-month,Mailed check,60.09,237.42,Yes
CUST-05495,Female,0,68,Yes,No,Month-to-month,Electronic check,31.83,2033.6,No
CUST-05496,Male,0,37,No,Fiber optic,One year,Credit card (automatic),59.81,2185.77,No
CUST-05497,Female,0,65,Yes,Fiber optic,Two year,Electronic check,58.35,3334.09,No
CUST-05498,Female,0,16,No,DSL,Month-to-month,Credit card (automatic),118.56,1852.57,Yes
CUST-05499,Male,0,39,Yes,Fiber optic,One year,Bank transfer (automatic),54.73,1942.23,No
CUST-05500,Female,1,15,No,No,Month-to-month,Mailed check,115.18,1541.96,No
CUST-05501,Male,0,38,Yes,Fiber optic,Two year,Electronic check,76.39,2885.13,No
CUST-05502,Female,0,67,No,Fiber optic,One year,Mailed check,38.78,2435.51,No
CUST-05503,Male,0,58,Yes,Fiber optic,Month-to-month,Credit card (automatic),65.0,3682.35,Yes
CUST-05504,Female,0,48,Yes,Fiber optic,Two year,Credit card (automatic),78.27,3706.83,No
CUST-05505,Male,0,29,No,DSL,One year,Bank transfer (automatic),25.38,715.41,No
CUST-05506,Male,0,15,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),118.42,1616.89,No
CUST-05507,Female,0,4,No,No,Two year,Credit card (automatic),54.44,191.83,No
CUST-05508,Female,1,42,Yes,DSL,Two year,Credit card (automatic),48.65,1894.82,No
CUST-05509,Female,0,37,No,DSL,One year,Mailed check,35.78,1208.32,No
CUST-05510,Female,0,4,Yes,No,Two year,Bank transfer (automatic),70.99,277.39,No
CUST-05511,Male,0,1,No,DSL,Two year,Mailed check,30.55,29.53,No
CUST-05512,Male,0,18,Yes,No,Month-to-month,Bank transfer (automatic),88.94,1552.51,No
CUST-05513,Female,0,34,Yes,No,Month-to-month,Credit card (automatic),106.6,3530.84,No
CUST-05514,Female,1,70,No,No,Month-to-month,Bank transfer (automatic),23.18,1528.0,No
CUST-05515,Female,0,68,No,Fiber optic,Month-to-month,Credit card (automatic),28.3,1835.04,No
CUST-05516,Female,0,58,No,No,Two year,Electronic check,109.86,5976.33,No
CUST-05517,Male,0,11,No,DSL,Two year,Electronic check,48.61,510.06,No
CUST-05518,Female,0,9,No,No,Two year,Mailed check,41.67,350.26,No
CUST-05519,Male,1,31,Yes,DSL,Two year,Bank transfer (automatic),61.16,1704.48,No
CUST-05520,Male,0,68,No,Fiber optic,One year,Electronic check,21.1,1258.75,No
CUST-05521,Female,0,70,Yes,No,One year,Mailed check,85.05,5757.55,No
CUST-05522,Female,1,19,No,Fiber optic,Month-to-month,Mailed check,45.56,737.73,No
